4308;20;10590048
6727;14;401677
6969;20;1955650
6740;19;601050
6982;14;225893
5894;18;10106054
6742;18;901054
4322;23;222013
5653;29;2550982
6741;16;264003
2143;35;10307985
3474;42;1840398
2142;35;3472608
3472;36;3512938
3225;17;53258903
2377;42;7396890
3223;19;495441
4797;19;288344
5402;21;200633
5403;29;2579425
6735;17;711499
6977;10;212010
627;47;46401973
6734;11;44506
5647;21;290866
6979;11;29103467
5648;14;104482
6736;12;1491772
6738;20;1869077
4571;23;118987
5661;20;180197
4573;23;124051
6750;20;638504
6992;17;686127
6511;11;832513
6995;10;1048522
5422;22;901927
3244;39;12180247
2395;29;147179
2152;46;2240706
3483;35;2225613
2150;34;8565663
2391;28;787565
2390;42;9317750
6509;15;229413
633;44;2700897
2387;34;2792512
5655;15;3512423
6743;11;569377
6745;10;18814
6987;17;1061989
6505;14;157634
6507;18;724163
6749;17;262451
6760;13;510691
4340;32;4624472
5671;22;526353
5672;15;465543
5431;18;4543075
6761;15;182386
4585;21;1878720
5432;25;353193
6764;12;172761
6521;20;556679
2165;38;1498406
2162;37;7406155
3008;24;69934
5423;20;12223408
5665;15;53860401
5666;18;184473
6515;11;1913609
6757;13;413370
6756;10;16728217
4338;25;572724
5669;22;232221
6759;19;348891
6758;11;329924
5429;23;2332735
6519;14;791067
5680;15;383678
6770;13;391276
5441;31;7284546
5683;19;674111
6531;18;500242
4595;18;25348
5684;22;858479
5685;16;177543
6775;14;176722
6532;15;220714
6774;20;15069754
2175;31;3333175
2174;38;1176182
650;42;2670206
3498;23;2018450
4588;38;10553691
6765;21;5802899
6526;23;934555
4106;35;7412617
4348;18;138913
6528;11;4189
6527;16;267424
5450;20;351442
5692;17;126208
6782;14;271994
5451;16;1247592
5210;22;251794
6300;17;249935
6541;12;33688498
6783;21;425032
5696;19;196795
6786;17;455925
6301;18;235792
3277;35;4746375
2187;27;1785546
3275;33;7037076
2184;43;5644992
2183;42;1113910
3272;24;75736
2178;42;2149322
4356;22;12735556
6777;17;382037
5204;24;290358
5446;16;77627
6534;16;259836
6776;13;256643
5447;22;2032431
5689;15;544621
6778;17;664464
6539;11;2218688
5208;23;669900
6538;11;364237
3280;23;2670210
5460;23;484083
4372;20;9165324
5461;27;2080073
6550;18;274159
4133;21;1386993
6552;12;876605
6313;18;261303
6555;54;39188400
6554;19;315865
6796;15;211256
3040;24;94084
4367;31;5454053
6545;18;576727
4369;42;3669065
6548;22;599011
5459;21;739863
6305;20;616841
6547;13;90243
6308;17;883104
6549;14;49142840
6309;16;702461
5470;20;437788
6560;19;296606
3290;33;10495152
4382;20;44810298
5230;14;8602664
6320;12;89334946
5473;21;460744
5475;19;432306
6321;21;357271
5235;23;270796
3054;40;8454542
3292;36;1584356
5225;17;2200140
6557;14;798716
6799;17;274830
6798;11;2658
6559;20;1547305
6316;18;460353
5229;30;9976671
6319;13;1857998
5482;23;275860
6570;19;592219
5483;23;272160
6572;21;416683
5243;17;2080405
5486;22;447344
6574;16;404897
6335;16;154142
4399;31;10217779
6576;11;1513399
3058;38;4256724
4147;32;6472930
5236;17;2439334
5478;21;765075
6326;20;553347
6568;16;317781
5238;26;1359945
6328;13;142722
5239;22;215780
6329;12;1361121
6340;13;41677853
5010;24;1595504
5252;31;2999836
6343;12;1894907
5256;17;33582
5257;15;3780092
5499;29;2365923
6103;16;366978
6345;14;4894409
3077;26;5653955
5490;30;515052
6580;11;727300
463;57;9461982
3069;39;5691923
6337;17;260667
6578;11;374283
5007;22;412012
6593;19;438167
5262;24;286214
6592;11;46002
5021;30;1106208
6353;19;713372
7200;18;497678
5022;16;1505025
6113;22;2572208
6355;30;2456854
5266;22;148326
6354;33;2363343
7201;16;245972
6115;19;251624
7204;19;490240
6356;15;252493
5260;17;286785
6348;14;345449
5259;31;1277999
6105;13;1624632
6347;12;905706
6349;37;766064
5272;20;216192
6362;12;139905
5031;18;11233882
5273;22;789191
6122;21;291235
7211;16;305746
4187;30;2475784
6365;14;226824
7212;12;62971862
5036;24;447040
6126;13;238502
7215;11;316064
6125;15;338355
6367;19;1558609
5270;23;212643
6360;11;27431
5271;27;2517907
5269;17;642552
6117;20;3189485
6358;17;543422
6119;30;7316958
6118;21;4227557
7209;13;239728
1901;37;23960466
5041;19;4304070
7220;11;37265361
4195;21;108719
5042;31;510180
6372;21;556027
7222;19;1783233
6132;13;9154974
6374;12;2396493
6135;24;379099
6377;17;371992
6134;13;1391910
6137;31;3289242
7226;13;350807
6378;11;122528
7225;15;371349
5280;17;418151
4192;17;5083201
6370;15;365612
256;47;44838127
7217;19;808029
7219;10;1566072
7218;19;557501
1914;35;885856
1912;36;160884
5052;43;2634725
6384;27;1674445
5053;28;1549476
5295;30;5635285
7230;18;454654
6144;12;53085
6143;19;232808
7232;20;395757
5056;23;211940
6146;13;89245
6145;12;856698
6387;11;36888
7237;9;56750
5059;31;2922994
6147;9;1285276
6380;11;989768
5292;19;659541
6140;18;268493
6382;14;359317
5051;18;25434
6381;16;1469148
5049;18;97515754
6138;14;1398500
7227;15;393985
1927;37;827533
1925;40;3832030
7000;11;102751
7241;19;556230
6154;18;231625
7001;10;14270
7243;18;385126
6157;16;661833
7004;8;33162
7003;8;6181605
5069;23;443008
7006;11;35102061
6158;13;30451265
7005;20;726290
6391;12;1722056
6151;12;317543
6393;15;469267
5062;22;157124
6150;27;24810854
1931;44;582933
1930;38;9000586
7238;15;1084167
1936;43;20604840
1933;37;2596691
5074;23;164535
7011;14;232779
6166;20;409242
7013;14;417318
7012;10;16338630
7015;14;377521
7257;12;2270880
5079;18;2300091
6167;12;3840908
7014;10;29981099
7256;20;387656
7017;17;467947
6169;19;425640
5071;19;311170
6162;18;1212973
6161;17;271132
1701;34;15598223
1942;42;5327367
1941;34;12979414
1940;39;7085432
7008;8;54809748
1708;48;978274
7249;9;1407432
1707;48;770247
1706;45;6873425
1705;45;438251
1703;42;3059303
1944;41;504618
7264;36;2459226
6177;18;453603
7024;10;7459671
5088;21;264230
6176;17;572628
7265;9;122417
5089;26;1117284
6178;12;39516
7025;17;273477
7267;16;499192
7028;17;464489
5081;22;151216
6171;11;7126209
7260;10;28641984
5082;25;277841
6170;12;97648432
5083;24;972044
6173;13;929484
7020;20;3769946
6172;17;1703158
1712;41;26791526
1953;39;1846759
1950;35;32990926
7019;20;408823
7018;11;2332049
1717;41;339399
1958;35;54395798
1713;43;838105
1955;42;2592021
7033;12;42459674
7032;14;160867
7274;18;577566
6187;17;269487
7279;17;1272814
6189;13;493090
7036;9;42227394
5091;23;219433
7271;18;569437
6183;26;497742
7030;9;1400358
1723;52;747857
1964;35;45356876
2811;32;2243287
1961;41;3517657
1960;43;1827279
1967;42;11974940
1966;42;3154419
6197;12;13602686
7044;10;134192
7043;19;403588
7285;18;633699
7046;15;272501
7287;10;177943
7049;10;58994996
6191;18;1004608
7280;19;422680
7284;19;387138
1976;38;2869023
1732;49;10342539
1974;48;2283032
2821;36;7219326
1972;28;18799937
1739;44;733427
2826;37;11073266
3910;18;773033
1735;46;10123667
7055;19;398823
7057;19;388659
7059;13;486188
1990;50;3370021
1745;41;587333
1987;40;2424814
1744;42;9343734
1501;40;11239607
1743;45;2074328
1740;45;9706681
1982;34;88827738
1509;41;16117426
1507;40;13229715
1988;44;1677163
7067;20;422606
7061;17;1009936
2603;39;7632081
1755;37;10744241
3936;22;7940287
1996;39;1454979
1753;46;491233
1752;46;5241121
2609;41;3029127
1759;45;1205516
2605;40;3347705
2604;27;3571462
7077;13;365594
7071;9;43765
7072;16;303305
7075;9;6701
7074;8;3072
2613;25;1145684
1765;47;1424890
1764;48;1467457
3707;21;154469
1763;41;4623177
1527;41;18328144
1768;33;73062382
7087;17;384591
7089;10;417418
1781;45;1101046
7080;10;6601
7081;15;901014
7085;13;326710
2624;34;4935461
3718;32;378308
1532;56;3120993
1531;41;17283227
1771;45;508830
2628;27;711808
2869;24;47431
3955;28;1183535
1779;41;330300
1791;47;7616857
7093;10;14307
7095;15;361087
7097;10;68520
7096;14;195444
1789;44;3471846
2878;35;8909134
3968;21;4233850
5904;32;1444050
3727;22;6079495
1787;40;12897601
2876;39;7211243
1786;42;6367015
5907;22;324810
1785;45;8704770
1542;48;4007666
1541;45;338239
4810;24;150416
3722;22;65321467
2639;38;3850635
5902;13;30182591
1548;40;10031952
2879;32;4682802
5903;18;231238
1560;41;18727156
4826;24;498503
1799;36;18521716
2404;37;5037579
2646;25;76889
1798;43;638446
2645;26;14449902
2887;32;8681313
3739;34;10501320
1797;47;538510
1554;44;21604510
1796;51;10538447
2643;39;4483756
1794;44;392386
2641;33;576615
1318;50;1899442
2416;27;83435
2415;34;4832756
2657;37;11315950
5927;18;419505
1567;50;1814503
3503;22;1266360
5928;21;215995
1324;38;4448485
1566;43;3795053
2655;36;7027242
2897;25;4400704
5929;15;35521152
2896;22;733141
3500;36;3255487
2410;26;13264914
2894;36;4593230
3741;36;5573848
4831;36;1434010
4832;34;669911
3986;29;1746371
5923;15;77101
5924;27;10403131
4850;21;877968
4609;25;218359
2663;27;4823595
2662;26;989147
3751;22;52857616
5932;20;491348
4844;19;66669239
5933;16;3837
4604;20;2096585
5935;21;845996
3517;37;4081210
2441;28;561568
1591;49;19648155
5706;21;2611098
5709;24;1348382
2433;38;5183995
3521;27;5104039
5940;19;450316
5702;0;0
4856;26;235916
5703;23;559537
5945;19;2505372
3529;36;3934943
5946;22;613095
5705;22;307202
5960;32;7603868
4872;22;453102
5961;13;117361
2694;32;13959255
3541;36;3139100
2449;39;1479147
6807;18;325659
5718;22;218622
5719;18;110782
6808;10;85338288
1598;42;14061198
3534;37;15582835
2442;38;1938522
2684;27;6129202
4862;20;1947402
5951;18;970568
933;42;1442559
5953;14;3579671
6801;15;168287
5712;20;414385
6800;12;138952
5955;28;11201349
6802;10;21139087
5715;11;292930
5957;13;5877015
5958;19;461042
6804;15;262602
5970;17;637164
4641;25;547202
3551;30;11930182
3549;23;18963356
5728;18;587909
2213;43;1498843
2212;43;1523816
2696;25;544507
5962;19;1909347
4632;22;1408
5721;19;432179
4875;21;82146
5964;23;712844
4876;24;1807767
5723;19;158605
4635;24;259103
5724;21;251200
5725;17;179468
5969;20;285774
6815;11;379949
5740;19;753310
2474;39;8045690
2230;42;2794537
2472;30;9420341
2470;27;580651
4408;26;227039
5739;16;169207
6829;12;2348458
6828;21;433079
2225;35;14712791
2467;36;15224293
2466;31;4878134
2465;28;2174377
711;51;81709984
3795;22;481031
5974;13;6950656
4403;30;22903989
4645;31;7760365
716;43;2959639
5736;21;451422
6824;13;132615
5979;22;20656640
6827;14;437707
4407;20;1114184
5738;23;286287
5990;21;767404
4661;32;6393569
5752;15;3527528
5994;20;264884
2484;26;28342418
2483;29;4845797
2482;26;227142
1390;48;13954180
6839;15;714629
2477;40;465941
4895;23;8555723
724;41;6651541
4654;20;6116014
5743;12;611372
6831;22;621483
5744;14;853006
5987;18;477204
6833;14;519140
5504;24;1265316
5746;20;690725
5505;17;29847411
6835;17;281854
6838;13;1186857
5507;23;246923
5749;30;2417525
6850;16;334431
5520;10;537977
5762;14;1840539
6851;9;1191741
2490;39;2761664
5519;21;227217
6609;16;485495
2008;45;11654373
6608;13;163705
2489;39;4753516
2246;42;8279466
2488;40;13669556
2003;46;3059750
3576;22;73659982
975;40;13334802
976;42;761862
5995;20;306413
6601;13;65010
6600;11;1636187
6842;13;313145
5997;26;8765127
6845;14;273642
4667;24;199887
5756;16;118975
5515;25;345613
5757;20;567336
6605;16;587626
5758;38;1777079
6604;26;812639
5517;23;263649
6848;12;122908
5770;15;156964
4440;25;4625264
6861;19;4067255
5530;20;536096
5531;20;217041
5773;13;1069803
6863;18;337955
5774;18;190295
6620;11;1568953
2023;42;10254621
3353;24;596127
2262;38;4956338
3350;34;623384
2260;42;3284874
2018;33;36521907
983;40;15400252
2015;35;1042004
3346;35;13596359
2498;23;615167
5764;17;192830
6612;17;267917
6854;10;103302745
6853;15;265498
4435;31;11580102
4677;23;645830
5766;14;333389
6614;13;144581
5767;18;164387
6613;20;373971
4679;19;8716609
5526;33;7282170
6616;17;246584
6858;10;8940
5527;21;461049
6618;11;561038
5780;28;24556390
5781;14;10153030
5540;17;6165995
5782;15;315797
4694;36;1391454
6871;14;2412483
5785;22;551107
6631;10;7341606
2275;43;10061550
2274;29;711516
2031;38;5911744
2270;29;1516927
2269;41;2667017
754;41;52347940
2025;31;2862704
3355;23;6007287
6864;16;226587
516;42;5821423
4204;21;17512741
5535;24;683001
759;50;936970
5536;21;232039
6627;11;27012175
6869;17;475403
519;44;3345829
6629;18;683643
4460;19;992784
6881;19;476307
5792;21;384049
6880;15;360093
5794;21;263270
6882;9;268933
6643;10;155027
6885;23;648203
6400;13;638799
6884;17;309070
1198;40;854455
2044;48;1505844
2043;37;10707357
2285;32;2830698
3132;30;6591755
2042;32;4124754
3373;42;3880359
3130;17;4416158
760;43;414174
2036;48;6306492
2278;40;17661890
5544;45;2285761
5787;24;377420
6633;15;556589
5789;14;846133
6635;20;369452
6877;19;810967
5306;19;384081
6879;15;381981
5309;18;285237
6639;12;1243966
4470;20;3438987
4471;18;25435
6650;20;431358
6892;21;606793
4230;21;449024
5561;21;274631
6891;8;2293
6410;12;4786980
6652;12;340976
6412;13;170894
2054;40;13138901
2294;38;7487311
2051;40;2106293
2050;40;12500866
2292;30;2513423
3139;24;40600079
2049;29;4684344
2048;24;36659062
2046;32;2848262
6403;11;14481
6887;17;1225355
537;42;22487802
6402;17;241853
5557;21;506821
6647;16;425499
6889;18;381893
6407;16;469640
4229;20;637504
5318;19;48688
6406;16;333974
6648;18;459358
6409;12;1710952
6408;16;610003
6661;11;41462212
5331;22;484839
6663;18;472862
6662;14;2565262
5575;15;1258022
6423;16;227109
4487;25;151329
5576;27;5226989
6664;11;65974475
2065;42;7551401
3395;23;765273
2061;42;17195226
3150;38;9237427
2060;31;1616516
542;0;0
4235;36;5648680
6414;11;102988930
5567;20;490979
6655;16;1789939
6897;17;474576
6416;18;274078
6658;12;92463
6899;9;740464
5329;23;2344160
6417;11;8377
6672;10;155027
6671;19;517606
4254;23;114819
5586;24;5679261
6434;19;435500
6676;10;104954
2073;31;551718
2072;43;13679675
556;42;63293821
5335;21;211240
6425;29;1882994
5578;17;399814
6427;16;200271
4007;21;2017063
4249;34;3680458
6426;12;1717662
6668;16;1934068
6429;17;334387
6428;18;474515
3170;30;1256055
6681;16;488389
5110;15;8403987
5352;16;550159
6682;16;516147
4022;21;4532327
6201;18;251937
6443;16;166305
5354;16;101210120
6684;13;728706
4024;41;3191845
5597;21;256832
6203;18;553081
5114;28;1106882
6202;12;69579
6436;15;1394895
6678;11;89105
5347;12;1159492
4259;22;6743353
5348;27;4717331
6438;12;157457
6679;10;375684
6450;18;224007
2091;33;8049771
5361;17;659995
6691;11;6755
4031;35;3405113
5362;23;537366
6210;12;501376
6693;12;58441
6212;15;318337
6454;17;262365
5365;23;645135
6695;10;26095
6214;11;550492
6697;10;26291
2099;47;2104805
3187;41;1659933
2097;32;776340
2095;37;1095690
2094;27;1683802
6690;17;492121
4270;25;2728983
6205;20;320218
6447;13;250754
6446;28;2256114
5118;19;10147113
6206;22;355747
6208;13;388814
5371;24;19911099
6460;11;286206
6462;22;453637
6223;21;398589
6222;17;366106
6464;21;776083
4288;23;700470
5377;13;21683465
6225;46;1471198
6467;21;450869
5136;20;1853768
6466;15;590689
4280;20;666912
582;42;30754305
5370;16;506020
583;44;2666383
5126;21;123107
5368;26;6397467
6216;21;338344
6218;16;464794
6459;20;730340
6472;13;43594080
6471;16;379408
4295;32;1309497
5384;25;320198
6232;12;43827874
6474;11;3710176
5143;17;153033
6473;12;964962
5145;17;2618500
6478;16;160277
6477;22;1860261
591;44;2257751
5380;20;213132
6470;17;2649661
4292;20;24621254
595;44;1406511
5379;15;2480454
4049;33;4144413
6226;12;158083
6468;16;1419515
6229;15;215703
6228;12;146067
4062;21;2005392
5151;22;184717
5394;21;225674
6240;19;692148
5153;21;452055
5154;17;11884332
5396;22;191798
6242;24;4905936
5155;21;562927
5397;20;163986
6003;18;390818
6245;22;1075424
6487;18;348316
6247;12;71833608
5391;26;2123952
6481;11;475436
6237;20;739395
7101;20;577300
4076;17;5083201
6495;13;107174
5166;22;1778640
6014;16;178935
6256;12;196508
7103;14;371327
6013;20;561345
6255;17;273618
6016;13;15591990
5169;21;2263646
6015;18;223498
6257;18;565471
6499;11;52481987
7104;10;175859
6490;12;854784
5161;21;823137
6491;11;48448738
6006;18;673053
6009;18;1258413
31;92;7248253
6263;12;2822978
4085;20;773033
5174;22;1765089
6023;18;1097882
6022;17;421233
6025;18;449485
6267;22;495493
7114;11;70984881
5178;21;935357
6266;26;7792889
7116;16;294452
6026;13;31867
5171;18;510094
6261;14;151935
1808;41;5075512
6259;12;61738
1806;48;3246984
1805;46;8739163
6019;13;24786
7108;24;1998698
1804;45;533698
1802;43;400709
6274;19;282877
7121;20;669196
4096;32;10070591
6031;14;1661607
6273;12;705705
7120;19;739758
6034;30;20617928
6275;16;266565
6278;13;1915062
6038;18;776755
7127;9;1388610
6037;14;10743071
7126;9;31767
5180;22;206813
6272;16;141990
6271;18;379246
6029;18;260916
1818;45;2850599
2905;43;3674921
2904;31;11805610
1814;39;60710620
1812;39;103584
6043;12;56231038
6285;32;2451345
6042;18;475164
7131;9;740464
6045;19;495694
6047;20;521416
6046;12;9805846
6288;29;2587366
7135;16;342385
5190;28;2833620
6041;22;1900128
6283;16;390427
6282;17;3599920
1822;40;14739343
1821;42;6066005
1820;43;6858670
2919;25;38749782
1827;45;2486272
62;66;11109745
1826;42;3251301
63;66;8589855
1825;45;495833
1824;45;10760291
1823;41;8176988
2912;37;6363569
6054;20;577953
6298;19;325758
7145;12;140351
6297;13;3861072
7144;13;169083
6058;16;616898
6299;14;403774
7146;20;488043
6059;12;128569
6290;15;118720
6294;18;261784
6051;13;85948
1833;42;9870459
1832;38;99340195
7139;16;239463
1839;43;5842425
72;63;408726
1838;41;1284779
2926;22;10398045
74;66;194530
1836;48;18837770
1834;47;22330188
2923;40;3722391
6064;21;297080
6066;13;139926
7158;9;31549
7157;16;263013
6061;11;1388090
6060;13;3521927
2932;32;4102532
1842;42;2422247
2930;20;8850537
1607;42;16110436
1848;46;1166180
2937;25;12339824
1846;48;2798189
1603;43;376493
6076;13;337796
7165;10;50226
7164;9;47566
7166;22;532438
6079;17;155792
6070;22;366596
6071;19;492229
6073;19;614877
7162;19;392210
1855;40;407278
2944;41;4511290
1612;40;21342024
1611;40;2830075
2940;37;11816624
91;1;0
92;55;80286167
2709;34;5836107
1618;45;637948
2949;35;24701527
1859;35;5132777
1858;45;3295252
97;62;535638
2946;34;3038920
98;56;14212611
2703;26;494
6087;11;2685466
7175;11;117716
6088;18;543809
7170;9;113797
6082;27;4064107
7174;13;159205
1624;51;1329712
1866;45;588070
1864;44;2020532
1863;37;97911127
1862;47;4908340
1861;37;40295164
1860;43;518177
1628;40;19525944
1869;40;1381312
1868;42;12289063
6099;13;477333
6092;20;579229
7181;15;2564360
6091;14;126510
7183;14;510937
7182;10;1423720
6095;18;424819
7184;10;159593
1635;43;269896
1876;38;101099275
1874;38;9484446
4906;20;140150
2962;41;9360144
4907;39;3400648
4909;37;1218083
1870;48;1760494
2729;35;12833128
4900;38;1717584
1879;41;12725827
4901;24;479647
4902;18;464409
7197;9;6705
7190;23;550235
1890;44;1085600
7194;19;391651
7193;21;453149
7196;9;211179
7195;20;484053
1888;46;2163861
2735;25;4302313
1645;46;411334
1887;44;511795
1644;42;3896346
1886;45;7377269
1643;39;21823254
2732;36;2442844
1883;36;1069783
1882;46;14147950
1889;49;886060
2736;31;11438714
1657;42;9603288
1656;47;395161
1898;40;5070563
2503;30;4096476
2744;32;7330800
1653;43;352213
2742;40;7971688
2984;42;3838075
4929;24;569395
1410;49;1814516
1893;40;409944
2509;35;4249646
4920;30;2140073
4921;25;3446852
1418;53;1659776
1659;46;10168391
2506;33;10704750
2748;25;9676075
2515;41;6453378
2755;34;5994609
1664;35;10195405
1421;51;3345347
3842;38;1234083
2518;38;6350258
2517;37;10163700
1682;46;9175333
2770;25;158547
1679;43;358864
1436;41;962427
1676;46;1240195
2522;26;47677419
3610;22;6707468
2520;27;19333989
4944;32;23039686
1438;45;844345
4704;28;12070414
1693;48;6871807
2782;34;6438922
2781;27;947999
1691;42;9225669
4958;23;185270
1447;40;1094218
5806;0;0
1203;40;676213
4719;24;525591
5809;21;283883
1201;43;6406605
1684;41;12956519
2531;26;2886321
1441;40;6103039
4951;42;3068225
2539;39;7268910
3868;37;11139988
4715;23;171213
4957;21;112809
